Sentence,Sentiment
orion net profit third quarter decreased mln euro mln mln euro mln year earlier,neutral
sampo bank market share lending first quarter,negative
july quadriga capital sold lewa gmbh pump making business japan nikkiso co,neutral
largest construction company finland yit corporation acquire share slovak construction company reding bratislava,neutral
total surveillance camera handled managed according variety need company said,neutral
sukhraj dulai block boni sue court cul de sac city north side started vehicle went inside house tuesday leaving garage door open,neutral
enterprise value maritim food determined approximately eurm,neutral
facebook fb received buy rating well fargo star analyst peter stabler well fargo http co jnbcvdcu,positive
april june scanfil net sale totalled eur mn operating profit eur mn,neutral
aldi lidl expansion plan speed ahead tesco sainsbury morrison,positive
paper industry de inking sludge produced mill use recycled fiber printing ink removed recovered paper also suitable raw material,neutral
rsol bought share today,positive
xli potential intermediate top uptrend chart http stks co jtdf,positive
mr kari stadigh carry chairman board mr matti arteva vice chairman,neutral
total value order placed aspo marine transportation subsidiary esl shipping oy eur million usd,neutral
operating loss totaled eur mn compared profit eur mn corresponding period,neutral
one attractive factor tablet medium company provide new way making money,positive
raisio bid buy glisten win win deal company chairman uk snack firm told food today february,positive
party agreed negotiate definitive distribution license agreement end june,positive
status agreed,neutral
long aapl call,positive
broad based wig index ended thursday session pct pt blue chip wig pt,neutral
tesla issue first model x recall http co tkmqvwhqq tsla,negative
refile update britain lloyd pay first dividend since rescue,positive
hk jan sinking ship,negative
finnish property investor sponda said agreed mln eur five year mln credit facility swedbank mln eur seven year facility oko bank,neutral
delivery started april completed,neutral
new system include mc pda motorola used poundstretcher operative across shift integrate real time company existing warehouse management system aldata g l stock went live may,neutral
teleste acquisition mark entry service business market long established significant supplier product,positive
march leakage gypsum pond detected today talvivaara mine,neutral
ftse edge investor cheer kingfisher result,positive
pohjola act manager issue bond listed nasdaq omx helsinki ltd,neutral
starbucks share much sbux http co jlgrprrk,negative
finnish beverage company olvi one last listed company finland not yet published financial result second quarter,neutral
measure included increasing synergy economy scale within grimaldi group personnel adjustment divestments redelivery excess tonnage,neutral
huhtamaki rigid plastic consumer good operation mainly europe separated new reporting segment january,neutral
standard chartered share plunge fitch downgrade,negative
five different game mode co op tournament player split screen multiplayer mode player much fun would actually fishing,neutral
glaxosmithkline start hunt successor ceo witty,neutral
wife looking forward getting paycheck quipped recently six knot current swirled around anchored heavily sponsored jet sled,neutral
london stock exchange â€ “ deutsche boerse merger threat brexit,negative
transaction herttaassa holding alma medium fallen flagging limit,neutral
company specialises temporary electrification heating construction site,neutral
diluted loss per share narrowed eur eur,positive
gross area innova project sq sq ft,neutral
course talk coming new project involve material handling konecranes president ceo pekka lundmark said asked whether talking reliance industry supplying equipment upcoming refinery jamnagar,neutral
offer client integrated management consulting total solution complex project efficient best class design supervision,neutral
result enable preparation conceptual plant design capital estimate,neutral
http stks co cyn continues consolidate base,positive
company not distribute dividend,neutral
total investment company eurm wartsila share eurm,neutral
project expected completed,neutral
czech republic smaller profiling unit ostrava closed machinery gradually relocated ruukki bigger plant hungary poland romania end first quarter,neutral
group order portfolio decreased eur mn eur mn,negative
study expected provide proof pharmacodynamic activity human corroborate safety profile establish dose range therapeutic study,neutral
kitd looking oversold bounce,positive
pre tax loss totaled eur mn compared loss eur mn first quarter,positive
metric qpr scorecard support date text milestone based value improve support managing project around performance process related content,positive
key level watch fb today watching see hold support http stks co boh,neutral
pretax profit group life insurance business increased eur million eur million,positive
action improve operational efficiency adjust operation expected deliver annualised permanent cost saving around eur million effected mostly first half,positive
policy also aimed making company profitable competitive,positive
use case dramatically narrow go hot ltd,neutral
offer represents premium stock closing price friday,positive
earnings per share eps seen eur eur,positive
value order eur mn,neutral
company said share holding company sold meadville holding limited hong kong listed parent company meadville group,neutral
hack extra nefarious tweet activated without clicked enough web surfer move mouse cursor,neutral
strategic cooperation rentakran brings u new customer already working relationship authority new territory said jarmo laasanen senior manager cramo,positive
share share capital mentioned shareholder remains,neutral
qcom chart qualcomm short retracement trendline resistance http co wqqhkoy,negative
olli pekka kallasvuo elected vice chairman board,neutral
efficiency program totalling million euro way finnair,positive
penttil ñ vision important reason transaction russia,neutral
january august import sea container lorry trailer unit fell export corresponding period,neutral
transaction cover building lot sq factory building sq since autumn scanfil discontinued production operation oulu facility partly leased party,neutral
skx turning coming far could go far stock price implies pay nothing business,positive
incap expects revenue eur million,neutral
carnival corporation china merchant group sign memo understanding,positive
stock price rose ore close sek ending two day streak loss,positive
according announcement helsinki stock exchange share sentera shall delisted nm list helsinki stock exchange accordingly,neutral
finnish bank pohjola bank plc hel pohs said today issue eur million usd index linked bond pohjola tutkimuksen tahdet viii pohjola research star viii october,neutral
vacon control company via investment fund power fund eur usd,neutral
aim bridge solution chosen minimize construction time ensuring traffic beneath bridge saimaa canal continues undisturbed,neutral
technology park built near st petersburg based pulkovo airport,neutral
stx long play another consistent profit zone check http co dqfuzozylh http co ggneayzqn,positive
value order eur mn,neutral
talentum acquired pct stake varesvuo partner remaining,neutral
outotec oyj press release december outotec establishes new subsidiary kolkata outotec established subsidiary india order better serve indian customer increase business growing indian market,positive
commission income rose eur mn eur mn,positive
nokia world largest mobile phone manufacturer china postel china largest mobile phone distributor long standing partnership continues grow stronger time,positive
based first quarter result existing order backlog new order prospect company expects full year sale contract gross margin stay healthy level operating profit margin lower due lower sale volume,neutral
look vintage fabric cushion cover coffee pot ceramic serving dish cocktail glass stainless steel party dish,neutral
cargo traffic fell year year tonne september,negative
capman four investment area capman buyout capman technology capman life science capman real estate dedicated team,neutral
kershaw take position immediate effect previous role marketing manager sankey home garden product,neutral
delivery outotec take place month,neutral
net profit mln compared mln,positive
swedish subsidiary hold net smelter return nsr royalty two advanced copper project northern sweden viscaria adak project developed avalon mineral ltd asx avi,neutral
rt tomhend mu need hold broken need big flush still not technically oversold big bounce yet,neutral
optimization steel component heating process reduce energy consumption,positive
real corporation stock exchange announcement september p kyro corporation real corporation metsaliitto group subsidiary agreed arrangement give real option purchase kyroskoski natural gas powerplant kyro,neutral
grid show dia capped long term range rally beyond today level range lead meltdown,negative
samsung mobile application store launched january samsung mobile innovator program enables mobile software developer create application use across samsung mobile device,neutral
press release october ruukki signed contract deliver install steel structure bridge kyronsalmi strait savonlinna finland,positive
non recurring item eur mn profit amounted eur mn,neutral
profit period totalled eur mn eur mn third quarter,negative
also said third quarter diluted eps came eur compared eur quarter year ago,positive
however market share shrank per cent per cent year earlier,neutral
nordic bank already write sizable loan latvia swedbank nordea dnb seb reporting combined loss excess billion period backdrop near economic meltdown latvia,negative
stora enso business north america annual capacity million ton employ people,neutral
address also happens house italian megamart eataly meaning come kid going toy building,neutral
intel atom processor tremendous success marketplace since launch year ago said pankaj kedia director global ecosystem program intel corp ultra mobility group,positive
operating result excluding one item totaled eur mn compared eur mn continuing operation excluding one item,negative
sale boost new morrison chief david potts tesco turnaround stall,negative
also finnish industry investment government owned investment company participate project,neutral
committee proposes following remuneration monthly remuneration eur chairman eur deputy chairman eur board member,neutral
comptel slipped net loss eur profit eur previous year,negative
uncertainty cloud long term outlook,neutral
hu offer discount selected book,neutral
quick one stop shop understand company,neutral
ubnt still trouble resistance line resolve soon cheri strattonite http stks co csu,neutral
johnson matthey profit fall dividend rise,neutral
cndo short float short likely take profit close,negative
europe need new large paper machine,neutral
european traffic grew nearly,positive
established capman manages nordic buyout mezzanine technology life science real estate fund approximately euro billion billion total capital,neutral
total value deal usd mn,neutral
january finnish metal product company componenta oyj hel cthv said yesterday net loss narrowed eur last quarter eur period year earlier,positive
byline tim moran cellular phone giant nokia corp offering billion digital map supplier navteq corp chicago,neutral
not give bedroom cool makeover summer,neutral
turnover rose eurm eurm,positive
britain ftse get lift prudential result,positive
total investment necessary eurm company estimated,neutral
finnish retail software developer aldata solution oyj reported net loss mln euro mln versus net profit mln euro mln,neutral
financialwire tm fully independent proprietary news wire service,neutral
operating profit totalled eur mn eur mn first quarter,neutral
proportion estonian lithuanian passenger tallinn helsinki route also grew july,positive
operating profit totaled eur mn eur mn corresponding period,neutral
exercise originated finland early training method cross country skier,neutral
writing publication lemmink ñinen ¦ history continuation earlier collaboration antti tuuri company,neutral
finland national carrier finnair plc carried record million passenger increase percent previous year airline reported tuesday,positive
finnish glass technology group glaston corporation omx helsinki glav reported thursday august operating profit eur net sale eur period january september,neutral
raute reported loss per share eur first half eps eur corresponding period,neutral
news corp myspace com web site display submission expanded broadband emmy award part effort identify aspiring video artist,neutral
copper lead nickel also dropped hbos hbos plummeted penny saying year ó,negative
result person longer needed,neutral
bbry actually lost c per share u incl vz debt cash,negative
mcd look set fall http stks co ffgj,negative
swiss franc surged record euro reported sharpest gain manufacturing march,positive
astrazeneca patent asthma drug invalidated u court,negative
finnish bank àland àlandsbanken issued profit warning,neutral
according tyrv ñinen estimation japan essential location term finnair asian strategy,neutral
finnair passenger load factor measure number sold seat share available seat dropped percentage point september,neutral
ovum press stake joint venture imsm hold stake,neutral
eps dropped eur eur,neutral
disappointment see plan folded,negative
standard life share price insurer buy advice firm pearson jones,positive
nokia elisa work together bring superior mobile gaming experience elisa customer,positive
fiscal year ending september revenue customer million around transportation group revenue,neutral
helsinki afx outokumpu said technology unit mln eur contract bosnia herzegovina aluminij dd mostar upgrade anode plant,positive
bertrand sciard vice chairman board director aldata solution since april,neutral
unlisted british biologicals make b protein disease specific supplement cover diabetes hepatitis asthma cardiovascular ailment,neutral
tele affarsvarlden gave buy recommendation mobile operator tele ab share price target crown euro,positive
amazon attack uk grocery market morrison deal,positive
following transaction tulikivi restructured operation soapstone fireplace business natural stone product business ceramic product business unit,neutral
mr kivimeister said john deer former timberjack stand win situation control around estonia forest machinery market,positive
sppi building r sweet want break new week earnings growth justifies way higher,positive
glad long co operation sodra continues comment stig goran sandberg affecto area manager baltic operation,positive
however biohit estimate total net sale continue grow favourable trend net sale lead profit,positive
uup major resistance right go much higher break may take several attempt day week,positive
eur q may finnish textile clothing design company marimekko oyj hel mmov said today net profit rose eur first quarter eur corresponding period year earlier,positive
measure result weak demand shipbuilding industry,neutral
make available following brand new market analysis cement uk cement poland cement belgium analysis give clear overview actual situation future outlook cement industry european country,neutral
airline ordered nine airbus aircraft delivery becomes lead airline latest variant roll royce trent series engine called,positive
connectivity unit e invoice customer number annual transaction stand nearly one million,neutral
energy shot packed millilitre bag screw cap,neutral
rapala tournament fishing major title already holiday bargain priced game rapala aim smaller audience,neutral
ahms also offer hotel hotel project consultancy management service brand franchise training sale marketing service pan india basis,neutral
people enjoy mobile game often customer enjoy experimenting new mobile service content,neutral
presentation material posted company website www seahawkdrilling com investor relation section webcast presentation tab,neutral
reproduction distribution prohibited,neutral
sweden operating profit period review totaled eur mn corresponding period,positive
nokia share price fell le one percent euro helsinki siemens share fell percent euro frankfurt,neutral
result total employee would given notice,neutral
talvivaara secured year take agreement per cent main output nickel cobalt norilsk nickel entered long term zinc streaming agreement nyrstar nv,positive
talk aimed restructuring operation cutting cost,positive
aug curbed delivered newstex latest racked covering shopping retail sidewalk,neutral
legal general share price finance chief step,negative
finnish investment group norvestia oyj said net profit fell mln euro mln mln euro mln,negative
high figure european scale noop said recalling however also includes beer bought finnish tourist,neutral
new organization consists two business unit charging messaging finance administration,neutral
cerberus capital management lp backed printing paper maker newpage corp posted mixed second quarter result casting cloud planned initial public offering,neutral
sheryl sandberg sell share facebook inc fb stock http co vxtamnpk via ratingsnetwork,negative
investment investment activity communication relates available relevant person engaged relevant person,neutral
oriola kd spin finnish pharmaceutical group orion oyj wholesale division,neutral
operating profit fourth quarter went eurm eur corresponding period included cost growth project,negative
interest heat yahoo yhoo wall street journal http co jjvjibia,positive
lnt increase annual dividend target share share,positive
agricultural newspaper maaseudun tulevaisuus reader representing decrease,neutral
objective planned measure achieve significant saving next year,positive
update astrazeneca buy z pharma billion pip actelion,positive
plan estimated generate eur million usd cost saving annual basis,positive
loss period totalled eur mn compared profit eur mn,negative
diluted earnings per share eps rose eur eur,positive
according gran company plan move production russia although company growing,neutral
finnish kci konecranes awarded order four hot metal ladle crane indian steel producer bhushan steel strip delivered,positive
g sell flat,negative
whitbread bos andy harrison defends sale fall blip,negative
operating profit totaled eur mn eur mn corresponding period,negative
royal mail turnaround proving expensive tough uk market,neutral
via satlan acquisition teleste plan expand market presence video service partner cable operator broadcaster iptv service provider,positive
catskillfishing note monthly chart gdx recaptured support gld possible double bottom set http stks co awz,positive
uk sarantel outsource part process elcoteq plant estonia london oct bns british miniature antenna maker sarantel signed agreement outsource assembly test supply chain process plant elcoteq estonian capital tallinn,neutral
managing director comment net sale first quarter notably lower year especially finland russia baltic country,neutral
stora enso third quarter pre tax profit doubled eur mn,positive
operating profit excluding non recurring item decreased eur mn eur mn representing net sale,neutral
line biggies must loading low,positive
end number joint branch office total,neutral
acquired plant annual capacity tonne production sold domestic customer,neutral
production expand elcoteq location including mexico hungary,positive
plug bear raid,negative
includes eur mn change fair value investment property,neutral
adp news feb finnish wood product technology supplier raute oyj hel rutav said today net profit decreased eur million usd eur million,neutral
expected completed end,neutral
airvana umts home base station femto cell us software based functionality shelf silicon accelerate feature development reduce product cost,positive
new name sanoma division sanoma news,neutral
change readership not significant,neutral
boeing company nyse ba bearish trader bet k stock sell july expiry ba http stks co tcse,negative
employee would remain oulu plant support function group unit,neutral
business sale euro million million responsible sale marketing lanxess paper chemical business kemira bought euro million early year cw jan p,neutral
glencore study possible ipo agricultural trading business,positive
said sale actively marketing,neutral
savon koulutuskuntayhtyma finland based company awarded contract specialist agricultural forestry machinery,positive
offer advanced machinery maintenance process development service pulp paper industry northern china,neutral
finland hobby hall sale decreased international sale fell,neutral
british american tobacco first half sale hurt currency move,negative
petrofac share price rise despite â£m cost north sea project,neutral
operating profit net sale month period increased respectively eur eur compared,positive
componenta production line similar sized product karkkila finland weert netherlands orhangazi turkey combined output approximately tonne net sale eur million,neutral
equipment ixonos acquires deal includes mechanical engineering hardware rf antenna measurement laboratory facility measurement audio camera display well device robot unit testing mobile device,neutral
major brewery increased domestic beer sale per cent last year million litre million litre,positive
company also said sell approximately hectare land city valkeakoski end year part job job program,neutral
stumbled upon amazing chart ofix holy guac super overbought http stks co epx,negative
operating profit fell eur mn eur mn third quarter,neutral
result people made redundant total person laid temporarily,neutral
value order usd mn,neutral
result distribution company start distribute addition current product offering shimano reel rod shimano fishing tackle product exclusive basis,positive
finland hobby hall sale decreased international sale fell,negative
agreement must approved russian competition authority enters force,neutral
airline share price closed slightly xac u helsinki,neutral
finnish company previously said operating result lower break even posted year earlier,negative
tsla recall model x http co bizyabue,negative
dopplr dopplr service smart traveller,neutral
finnish okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company norsun signed contract okmetic supply norsun mono silicon crystal use solar cell manufacturing,positive
concern remain longer term size scale may enable nokia hold newfound margin improvement near term analyst wrote,positive
aapl nice rsi bounce,positive
isr isoray high volume http stks co ifpo biotech,positive
operating profit month period decreased eur net sale increased eur compared,neutral
omx helsinki index pct lower omx helsinki cap portfolio index pct,neutral
gkn buy fokker technology mln euro,positive
companiesmeggitt profit hit weak energy military market,negative
finnish business delegation includes representative company include nokia corp finnfund outokumpu oyj oko bank alteams oy cargotec corp,neutral
earnings per share eps amounted loss eur,neutral
earnings per share eps rose eur eur,positive
diluted earnings per share eps rose eur eur,positive
case effect would negative finland,negative
release not offer security sale united state elsewhere,neutral
city user search home property area city active even outside country,neutral
mr walden mr ignatius responsible also newspaper business result,neutral
application considered hacking application classified f secure riskware,neutral
however net sale declined eur million eur billion,neutral
new sepa cad replace finnish bank card,neutral
risto raty tekla executive vice president said tekla structure archicad cover entire design documentation workflow throughout construction project,neutral
use back pet bottle also steadily increased rate use strapping tape picked dip petcore said previously,positive
finnish automation solution developer cencorp corporation omx helsinki cncv issued thursday september profit warning third quarter,negative
ak dj ak steel revenue rise auto sector demand acquisition,positive
sbux heading dma certain doom not hold,negative
showcase end end capability mobile world congress arranged internal meego application development competition entice developer create new application,neutral
tzoo close ready rock roll,positive
strand associate expanding madison corporate headquarters space add employee engineering firm,positive
tectia corporation hel tecv provider real time security solution today announced appointed lanlan provider service uk distribute data security manage file transfer software,positive
gdx gdxj jnug strong move today junior gold miner keep eye gap fill,positive
industry asia ó pakistan malaysia taiwan philippine today global research data service going publish several market analysis cement market asia,neutral
according latvian business register uponor latvia closed red lvl eur usd turnover lvl mn,neutral
port operator however favor retaining port fee citing owner governemtn estonia commiting port pay eek mn eur mn usd mn dividend state another eek mn,neutral
consolidated pretax profit decreased eur mn eur mn,neutral
another noticeable thing search tata airtel brand mostly related broadband connection,neutral
negotiation concern personnel cencorp corporation singulase oy whole finland sweden company said,neutral
inge larsen cfo share representing share capital,neutral
business development initiative north america headed lynn shanahan,neutral
britain ftse forge ahead shire surge,positive
company also equipped sculptural complex rabochy kolkhoznitsa worker collective farmer moscow snow melting system,neutral
leipurin growing rapidly internationalizing group,positive
project also implies underground parking lot vehicle,neutral
solution demonstrated tablet developed aava mobile multi window system enables use several application simultaneously example viewing message calendar side side,neutral
eur mn net interest income,neutral
new production line novator mill veliky ustjug vologda oblast sveza change current birch plywood production targeting domestic market produce overlaid birch plywood global market,neutral
korean consumer tech savvy leading pack term design gill hyun chang president motorola korea inc told dow jones newswires interview,neutral
efut hod posted buy pm,positive
recovery base metal price increased demand metal china however,positive
look like big feb put spread cree last quarter yoy rev growth trading x earnings may try short,negative
according pietinalho doctor motivate patient smoke every time visit doctor,neutral
third quarter result also includes euro provision sizing lure manufacturing ireland,neutral
finnish investor scanfil oyj hel scfv said last friday bought million share norwegian contract electronics manufacturer kitron asa osl kit nok million usd eur,neutral
op pohjola group capital adequacy ratio act credit institution stood tier ratio,neutral
edu bouncing nicely add posted,positive
almost entire office building occupied metso,neutral
store march finnish stationery gift retailer tiimari hel tiiv said yesterday cut total job unit tiimari retail ltd gallerix finland ltd result closure shop,neutral
interchange editor chief part publisher goal enhance job circulation personnel group,neutral
cost costco le stellar day held day moving average,negative
implementation program negative impact earnings mr meiklejohn said,neutral
finnish daily kauppalehti surmise finnish supplier rautaruukki raised price aker comfort zone,negative
dutch publisher de vijver said today agreed buy stake belgian weekly magazine humo finnish medium company sanoma hel saav,neutral
deal worth eur mn,neutral
defence mature attacker develop trojan equipped content filter detect online banking activity capturing account detail using method form grabbing screen shot video capture keylogging injection form field,neutral
meanwhile nokia said able deliver complete range service deployment operation consulting integration managed service result buyout,positive
ahlstrom employee serve customer via sale office production facility country six continent,neutral
professional consumer application include personal navigation personal safety field workflow management asset tracking,neutral
company keep commercial independence continue market traditional product individually,neutral
scanfil expects net sale remain level,neutral
inaugural speech given hannu kyrolainen finland ambassador czech republic,neutral
owns share amer sport corporation equaling company share capital voting right,neutral
peer peugeot fell pct sale rose pct period last year,negative
roll royce win billion order emirate airline,positive
aapl right back buy dip brought cnbc lol,positive
glencore see tripoli based noc sole legal seller libyan oil,neutral
rapala vmc corporation rapala leading fishing tackle sporting good manufacturer distributor main owner peltonen shareholding,neutral
aspo net sale totaled eur million,neutral
full function pc weighs kilogram measure slightly two centimeter thin,neutral
detail not provided,neutral
finnish airline finnair deal uk public sector official airline flight london heathrow osaka japan well flight manchester uk helsinki finland,positive
finnish ahlstrom corporation double investment new specialty glassfiber reinforcement plant south carolina u,positive
originally posted pcmag com security blog security watch,neutral
effect may remain short lived however,neutral
amd big dumping would not touch,negative
teleste set divided broadband cable network video network business area,neutral
stora enso owns percent bergvik earns therefore sek bn value appreciation,positive
contract cover installation training start service,neutral
operating cash flow investment totalled eur mn compared eur mn corresponding period,neutral
aspo group structure business operation continually developed without predefined schedule,neutral
alternative share exchange panostaja offer full cash consideration value euro per share,neutral
operating profit rose eur mn eur mn fourth quarter,positive
finland hamina cargo terminal finnish nurminen logistics purchased warehouse ground lease right port hamina,neutral
finnish department store chain stockmann oyj abp net profit rose mln euro mln first nine month mln euro mln period,positive
earlier reported nokian tyre building plant town vsevolozhsk russia leningrad region annual production capacity million tire,neutral
residentialconstruction particular picked several market,positive
share purchase completed financing also provided expand latvia broadband infrastructure develop new area business including acquisition company,positive
surprising see jwn sks sale number still holding well guess high end might not concern,positive
look forward take part future development company say tomas billing president nordstjernan,neutral
company set service include digital printing printing preparation offset printing treatment service send service,neutral
estimated turnover new company lvl million eek million,neutral
finnish electronics manufacturing service company elcoteq signing cooperation agreement japanese mobile phone manufacturer bypass elcoteq tallinn say jan kotka ceo elcoteq tallinn,positive
company aim maintain trend profitability current year,positive
acquisition avc systemhaus majority stake cableway increase number teleste personnel,neutral
kemira share closed xac u,neutral
operating profit rose eur mn eur mn corresponding period,positive
cash flow operating activity estimated positive,positive
aapl key breakout solid volume else trade,positive
finnish electronics contract maker incap oyj said january sold manufacturing facility helsinki local real estate company sponda oyj mln euro mln,neutral
stora chief executive jouko karvinen described russian tariff hike threat future forest product industry finland,neutral
situation coated magazine printing paper continue weak,neutral
honkarakenne also decided yesterday sell b series share key staff member eur per share,neutral
currently glaston employ approximately person,neutral
filter tip cover volume range ál including new size ál volume capacity,neutral
ocwen reach settlement california regulator,positive
ppg descending triangle liking upside break http stks co ony,positive
restructuring upm average paper machine capacity europe ton short ton coated magazine paper ton short ton coated fine paper,neutral
ftse fall china devaluation hit burberry mining stock,negative
finnish company previously said operating result lower break even posted year earlier,neutral
rimi supermarket key customer magistral center,neutral
cruising rev fall le engine output required,neutral
fda panel back safety update astrazeneca takeda drug,positive
founded bioview automates laboratory test especially diagnostic test cancer,neutral
aapl glad got stopped weekly enter next monday earnings run,neutral
nflx small po short wkly put,negative
registration required,neutral
financial detail available,neutral
almost two third olvi net sale come outside finland,neutral
emphasis kyro strategy glaston growth,neutral
rival say qualcomm fewer patent g phone earlier version lower rate,negative
market share decreased route helsinki finland tallinn estonia percentage point,negative
event also viewed live webcast www cargotec com,neutral
sale clothing developed best,positive
glaxosmithkline share price slip fda okay asthma therapy adult,negative
financial pricing detail disclosed,neutral
according swedish authority trace toxic osmium tetroxide found coast per ñmeri northernmost part gulf bothnia,negative
basware finance acquisition bank loan,neutral
buy associated british food plc great portland estate plc dunelm group plc following today news,positive
aapl new long broken target bear must retake qqq nq f ndx http co lmwxchw,positive
tekla defense business employ person located espoo finland,neutral
glaston net profit third quarter dropped mln euro mln mln euro mln corresponding period,negative
additionally information business segment competitor future outlook provided,neutral
cramo group financial target sale growth higher percent per year return equity percent,positive
bac swing trade look like want go,positive
spy le people calling bearish heading exit already maybe crash disturbing,negative
blind spot coming vantage point allows investigator see whole story high resolution unbroken video,neutral
therefore seems finnish shipping company viking line get subsidy need order new lng fuelled vessel,positive
based first quarter result existing order backlog new order prospect company expects full year sale contract gross margin stay healthy level operating profit margin lower due lower sale volume,negative
cooperation double switch converter capacity,positive
finnish p âyry awarded engineering contract cfr national railway company romania,positive
look amzn,positive
sinter plant limestone coke breeze mixed iron ore concentrate sintered lump form sinter use blast furnace raw material iron making,neutral
adpnews jun finnish stainless steel maker outokumpu oyj hel outv said yesterday signed three year eur million usd bn revolving credit facility,positive
company not disclose sum applied,neutral
total scholarship amount euro recipient chosen recommendation fine art university sport association,neutral
pretax profit totaled eur mn eur mn,negative
difference explained fact two shipping company stopped operating gulf finland,neutral
commission income decreased eur mn compared eur mn third quarter,negative
volc stock high probability rallying tomorrow early next week,positive
market value one crane usdm reported finnish news agency stt,neutral
corresponding increase share capital due subscription warrant total eur registered finnish trade register january,neutral
adpnews feb finnish real estate investor sponda oyj hel sdav said today slipped net loss eur million usd profit eur million,negative
kalnapilio tauro grupe kalnapilis tauras group owned denmark royal unibrew raised market share percent percent beer sale seven month jumped percent million liter,positive
activision blizzard medium network announces record esports viewership http co biqlbtk atvi partnered hdsi tournament,positive
product include personal communication product mobile phone part home communication product set top box electronics flat panel tv well communication network product base station tower top amplifier microwave system,neutral
finnish dental care group oral hammaslaakarit oyj posted total net profit euro mln first nine month versus net loss euro period,positive
stora enso global paper packaging wood product company neste oil finnish company engaged refining marketing oil inaugurated demonstration plant varkaus finland biomass liquid production utilizing forestry residue,neutral
nordic bank already write sizable loan latvia swedbank nordea dnb seb reporting combined loss excess billion period backdrop near economic meltdown latvia,neutral
finnish suominen flexible packaging cutting job unit tampere two nastola finland,neutral
company first contract abroad,neutral
put costly cell phone tower thinly populated area balloon would,neutral
company admits month relatively short time operating russia,neutral
export declined percent million liter,negative
operating profit fell eur mn eur mn,negative
also cut price projection paper packaging analyst goldman sachs said note monday,negative
lee http stks co km lee ready exit bankruptcy strong volume today,positive
finnish lifting equipment maker konecranes oyj said july net profit rose mln euro mln first half mln euro mln period,positive
new activity incur investment meur,neutral
tip week panfish like bluegill great fun catch especially child new fishing,neutral
net cash flow operating activity negative eur mn compared eur mn corresponding period,neutral
added long friday close spy labu blue amzn,positive
company continued development fully human antibody vap antibody program,neutral
brief legal general retirement business book billion stg h sale,positive
okmetic silicon wafer part processing chain produce end product improve human interaction quality life,neutral
helsinki afx nokian tyre reported fourth quarter pretax profit mln eur mln back strong sale,positive
addition production varpaisj â rvi factory stopped beginning april,neutral
gsk join china trade push uk trumpet healthcare deal,positive
module product available trial q volume delivery q,neutral
operating loss totalled eur mn profit eur mn,neutral
london afx fortum said agreed sell industrial maintenance service operation fund managed capman undisclosed sum,neutral
global banking news september tieto corporation pohjola bank pink pojlf cooperate swift service,positive
current reference grade instrument challenging operate due high price complexity routine use,neutral
update dairy crest loses third morrison milk contract,negative
deutsche bank downgraded starbucks co sbux http co qqlevvwpmv http co fpdqjutha,negative
eurochem cfo andrey ilyin said facility mark another important step eurochem securing long term financing necessary potash strategic project,positive
finnish construction group yit awarded contract install heating air conditioning cooling system new head office automobile association adac munich germany,positive
financial detail deployment disclosed,neutral
point spread also iran iraq,neutral
pretax profit totaled eur mn compared eur mn first quarter,neutral
talvivaara listed london stock exchange main market nasdaq omx helsinki included ftse index,neutral
sale price not disclosed,neutral
value total investment eur mn,neutral
availability internet service highlighted service offer kesko k group store,neutral
share capital biotie therapy corp constitutes share aggregate number voting right attached share amount,neutral
profit period fell eur mn eur mn january september,neutral
end day scan stochastic overbought jdst free blrx lpg afsi dvax hdge aht alr asmb www dailystockplays com,negative
alexandria va jan united state patent issued jan assigned kemira chemical inc marietta ga,neutral
part reorganization kauko telko ltd divided telko ltd leipurin ltd hamina terminal service ltd kaukomarkkinat ltd,neutral
companiesnew aggreko ceo reshape business strip cost,positive
germany innovational center united focusing company aim use technology development new kind activity supporting beginner company entire spectrum service,neutral
finnish power supply solution system provider efore oyj said net loss widened mln euro mln first quarter fiscal ending october euro mln period fiscal,neutral
astrazeneca sell caprelsa right sanofi unit,positive
stock large player selling http stks co tvel crox gogo ino,negative
carrier said area travel agency sell outlet sister chain suomen matkatoimisto smt use remaining brick mortar presence primarily target business customer going forward,neutral
profit tax decreased eur mn first nine month compared eur mn year earlier,neutral
eu regulator back approval gsk injectable asthma drug,positive
aapl resistance area,neutral
munich january bavaria industriekapital ag closed acquisition elcoteq communication technology gmbh offenburg germany approval,neutral
technopolis st petersburg telecommunication university russian support fund legislative initiative signed protocol intent may year set technopark st petersburg base st petersburg telecommunication university,neutral
finnish property investment company citycon plan issue directed subordinated convertible bond institutional investor,neutral
aspocomp intends set plant manufacture printed circuit board investment r crore,neutral
needed provides also information ferry connection hotel,neutral
operating profit turnover six month period increased respectively eur eur compared corresponding period year ago,positive
private equity investor capman owner finnish lumene cosmetic company planning list lumene,neutral
hold percent outokumpu share voting right lawmaker gave permission reduce stake percent,neutral
exclusive bp china cnpc unveil oil alliance source,positive
yakima created position emerging economic downturn,neutral
aapl short,negative
lloyd cut job part three year restructuring strategy,negative
amrn many time find top bottom short start rejoicing bull start rejoicing currently short rejoicing,negative
ground notification tiimari plc issued capital convertible loan allocation decision board,neutral
organization assume responsibility operation russia,neutral
swedish maritime administration closed furusund channel viking line normally charter en route stockholm,neutral
